LINESTRING
12836,2677,180,68.9938
12840,2673,179.3,69.2654
12827,2674,178.958,69.2771
12837,2672,178.948,69.3613
12839,2672,179.132,69.3142
12836,2671,178.772,69.4088
12793,2672,176.962,69.6354
12791,2669,176.082,69.8837
12756,2673,175.312,69.8229
12751,2674,175.146,69.8358
12765,2672,175.44,69.8604
12728,2676,174.48,69.8404
12720,2676,174.003,69.9071
12699,2680,173.747,69.8121
12704,2678,173.428,69.9387
12696,2679,173.297,69.9079
12688,2681,173.509,69.7941
12675,2683,173.223,69.7654
12682,2682,173.325,69.7962
12686,2679,172.77,69.9695
12634,2684,170.55,70.1196
12588,2693,170.614,69.76
12569,2696,170.258,69.7037
12552,2699,170.162,69.5975
12563,2698,170.657,69.5625
12507,2710,170.994,69.0541
12510,2710,171.179,69.03
12505,2710,170.957,69.0479
12479,2714,170.64,68.9296
12467,2717,170.715,68.8246
12478,2715,170.623,68.9271
12458,2718,170.352,68.8454
12451,2720,170.482,68.7637
12457,2718,170.335,68.8396
12424,2723,169.597,68.7729
12457,2716,169.348,69.0821
12444,2716,168.322,69.2221
12488,2708,168.313,69.5484
12503,2704,167.808,69.7645
12434,2716,166.873,69.4621
12419,2717,165.818,69.5687
12387,2722,164.598,69.5788
12398,2720,164.092,69.7513
12376,2723,163.67,69.6696
12343,2729,162.347,69.6738
12275,2742,161.457,69.3444
12300,2737,161.408,69.5296
12282,2740,161.12,69.4545
12240,2748,161.113,69.1604
LINESTRING
10567,3178,152.067,58.8871
10583,3173,152.185,58.9904
10590,3171,152.402,59.0075
10597,3169,152.358,59.0595
10585,3173,152.55,58.9496
10586,3172,152.898,58.9046
10610,3165,153.011,59.059
10620,3162,153.339,59.0819
10628,3159,153.299,59.151
10642,3154,153.468,59.2259
10640,3155,153.66,59.1828
10651,3152,153.774,59.2385
10640,3155,153.691,59.1754
10629,3159,154.047,59.0429
10645,3154,154.358,59.1037
10656,3151,154.333,59.1875
10663,3149,154.468,59.2154
10658,3151,154.807,59.1238
10668,3148,154.825,59.1912
10673,3146,155.188,59.1712
10698,3138,155.224,59.3458
10713,3133,154.98,59.4929
10704,3136,154.872,59.442
10708,3134,154.42,59.5479
10692,3139,154.502,59.4171
10706,3135,154.402,59.5346
10691,3140,154.305,59.4412
10688,3140,154.129,59.4524
10720,3130,154.232,59.6646
10711,3133,154.378,59.5741
10750,3121,154.231,59.8733
10748,3121,154.409,59.8367
10781,3111,154.404,60.0691
10789,3109,154.568,60.0991
10763,3117,154.487,59.9279
10820,3099,154.792,60.2866
10905,3075,155.793,60.7204
10906,3075,155.91,60.7071
10939,3065,155.937,60.9416
10993,3049,156.656,61.2008
11039,3036,156.682,61.5221
11077,3026,157.347,61.6771
11097,3020,157.5,61.7879
11104,3019,158.08,61.7321
11122,3015,158.268,61.8229
11137,3012,158.843,61.8179
11156,3006,159.013,61.9229
11160,3006,159.387,61.8787
11146,3010,159.468,61.7621
11158,3007,159.577,61.8242
11133,3014,159.578,61.6487
11148,3010,159.7,61.7271
11151,3010,159.9,61.7087
11174,3004,160.035,61.8429
11200,2997,160.397,61.9554
11140,3014,160.279,61.55
11096,3026,159.883,61.3191
11097,3026,160.021,61.2908
11082,3030,159.773,61.2383
11087,3029,159.943,61.24
11070,3034,160.006,61.1025
11039,3043,159.792,60.9271
11073,3035,160.441,61.0333
11054,3040,160.384,60.9017
11036,3045,160.174,60.8225
11004,3055,160.213,60.5788
11033,3047,160.432,60.7454
11027,3049,160.423,60.6971
11044,3044,160.692,60.7654
11041,3046,160.804,60.7141
11069,3038,160.914,60.8966
11162,3013,161.808,61.3688
11160,3014,161.893,61.3354
11172,3010,161.872,61.4271
11169,3012,161.997,61.375
11221,2998,162.388,61.662
11224,2999,162.77,61.5929
11228,2997,162.621,61.6642
11242,2993,162.83,61.7162
11221,3001,163.022,61.5137
11251,2993,163.329,61.6608
11259,2989,162.969,61.8025
11301,2978,163.193,62.0583
11320,2972,163.087,62.2208
11345,2966,163.372,62.3349
11349,2964,163.164,62.4191
11366,2960,163.262,62.5179
11433,2946,164.61,62.6813
11422,2950,164.75,62.5612
11429,2951,165.309,62.469
11418,2953,165.106,62.4416
11413,2954,165.199,62.3819
11398,2956,164.532,62.4404
11362,2964,164.149,62.2708
11280,2988,164.066,61.6858
11268,2990,163.871,61.6516
11238,2999,163.749,61.4559
11232,3002,164.027,61.3425
11168,3019,163.483,61.005
11168,3020,163.809,60.9275
11155,3024,163.701,60.8575
11154,3024,163.789,60.8225
11153,3024,163.608,60.8654
11123,3031,163.313,60.7179
11135,3028,163.332,60.7996
11115,3032,162.923,60.7588
11088,3039,162.71,60.6079
11036,3052,161.942,60.4179
11006,3061,161.909,60.2017
10968,3071,161.476,60.0283
10894,3092,160.888,59.6212
10872,3097,160.491,59.5533
10845,3106,160.387,59.3816
10779,3125,159.762,59.0392
10752,3134,159.717,58.8459
10679,3155,159.121,58.4483
10592,3182,158.32,57.9771
10598,3179,158.277,58.0321
10581,3184,157.958,57.9746
10578,3184,157.688,58.0112
10541,3196,157.445,57.7879
10531,3198,157.172,57.7721
10538,3196,157.01,57.8562
10526,3199,156.851,57.7975
10513,3203,156.774,57.7217
10487,3213,157.004,57.4858
10457,3223,156.904,57.2833
10424,3234,156.732,57.075
10421,3235,156.537,57.0929
10402,3241,156.487,56.9624
10350,3258,155.989,56.6783
10245,3296,155.654,55.9625
10137,3336,155.563,55.1758
9843,3456,156.151,52.83
9807,3472,156.327,52.5127
9812,3471,156.479,52.515
9799,3476,156.375,52.4437
9749,3499,156.515,52.0187
9659,3538,156.528,51.3141
9653,3542,156.692,51.2308
9636,3550,156.752,51.08
9605,3563,156.673,50.8621
9694,3529,157.462,51.3641
9718,3519,157.589,51.5233
9742,3511,157.904,51.6308
9796,3490,158.273,51.9641
9833,3475,158.386,52.2242
9847,3470,158.542,52.2892
9864,3463,158.556,52.4182
9857,3464,158.398,52.4058
9877,3457,158.521,52.5308
9888,3451,158.384,52.6516
9890,3451,158.544,52.6258
9901,3447,158.596,52.6974
9907,3444,158.474,52.7724
9928,3436,158.642,52.8966
9921,3438,158.427,52.8928
9934,3432,158.417,52.9986
9947,3428,158.585,53.057
9928,3436,158.7,52.882
9969,3422,159.09,53.1012
10016,3408,159.818,53.2696
10004,3412,159.747,53.1974
10001,3416,160.049,53.0899
10023,3407,160.038,53.2616
10013,3410,159.951,53.2083
10028,3404,159.981,53.32
10045,3396,159.777,53.5041
10050,3395,159.966,53.4925
10071,3386,159.921,53.665
10068,3387,159.844,53.6658
10057,3392,159.903,53.5671
10066,3387,159.801,53.6633
10136,3360,159.984,54.1541
10130,3363,159.983,54.1087
10218,3334,160.845,54.5546
10233,3330,161.15,54.5854
10224,3335,161.29,54.4746
10242,3331,161.697,54.4946
10291,3315,162.144,54.7483
10357,3286,161.747,55.37
10464,3248,162.087,56.0942
10503,3238,162.573,56.2519
10494,3240,162.491,56.2125
10501,3239,162.625,56.2246
10487,3246,162.809,56.0617
10488,3247,163.043,56.0071
10524,3236,163.361,56.1875
10592,3210,163.227,56.7441
10574,3214,162.925,56.6937
10577,3212,162.777,56.7658
10616,3198,162.849,57.0374
10655,3184,162.786,57.3542
10649,3185,162.676,57.3366
10684,3176,163.094,57.4833
10724,3163,163.319,57.7275
